	priority	created	url	completed	section_id	id	content	comment_count	label_ids	project_id	order	due
32	1	2020-03-04T19:08:13Z	https://todoist.com/showTask?id=3732664544	False	0	3732664544	[linger among master-thinkers](http://www.farooq-javed.com/farooqjaved/2018/8/18/linger-among-master-thinkers)	0	[]	2221539577	33	2020-03-14
33	1	2020-03-04T19:07:06Z	https://todoist.com/showTask?id=3732662598	False	0	3732662598	[antilibrary](http://www.farooq-javed.com/farooqjaved/2018/8/14/antilibrary)	0	[]	2221539577	34	2020-03-14
34	1	2020-03-04T19:07:00Z	https://todoist.com/showTask?id=3732662458	False	0	3732662458	[ursula le guin](http://www.farooq-javed.com/farooqjaved/2018/4/14/ursula-le-guin)	0	[]	2221539577	35	2020-03-14
35	1	2020-03-04T19:06:52Z	https://todoist.com/showTask?id=3732662159	False	0	3732662159	[software programs the world](http://www.farooq-javed.com/farooqjaved/2016/8/27/software-programs-the-world)	0	[]	2221539577	36	2020-03-15
36	1	2020-03-04T19:06:41Z	https://todoist.com/showTask?id=3732661875	False	0	3732661875	[tagore](http://www.farooq-javed.com/farooqjaved/2014/12/29/tagore)	0	[]	2221539577	37	2020-03-15
37	1	2020-03-04T19:06:35Z	https://todoist.com/showTask?id=3732661688	False	0	3732661688	[amazon](http://www.farooq-javed.com/farooqjaved/2014/12/1/amazon)	0	[]	2221539577	38	2020-03-15
38	1	2020-03-04T19:06:27Z	https://todoist.com/showTask?id=3732661479	False	0	3732661479	[claude debussy](http://www.farooq-javed.com/farooqjaved/2014/11/18/claude-debussy)	0	[]	2221539577	39	2020-03-15
39	1	2020-03-04T19:06:19Z	https://todoist.com/showTask?id=3732661204	False	0	3732661204	[innovators](http://www.farooq-javed.com/farooqjaved/2014/11/7/innovators)	0	[]	2221539577	40	2020-03-15
40	1	2020-03-04T19:06:13Z	https://todoist.com/showTask?id=3732661002	False	0	3732661002	[chinese bats](http://www.farooq-javed.com/farooqjaved/2014/9/25/china)	0	[]	2221539577	41	2020-03-16
41	1	2020-03-04T19:06:05Z	https://todoist.com/showTask?id=3732660779	False	0	3732660779	[jmw turner](http://www.farooq-javed.com/farooqjaved/2014/9/21/jmw-turner)	0	[]	2221539577	42	2020-03-16
42	1	2020-03-04T19:05:58Z	https://todoist.com/showTask?id=3732660602	False	0	3732660602	[intuition and conviction](http://www.farooq-javed.com/farooqjaved/intuition-and-conviction)	0	[]	2221539577	43	2020-03-16
43	1	2020-03-04T19:05:50Z	https://todoist.com/showTask?id=3732660364	False	0	3732660364	[capabilities](http://www.farooq-javed.com/farooqjaved/capabilities)	0	[]	2221539577	44	2020-03-16
44	1	2020-03-04T19:05:45Z	https://todoist.com/showTask?id=3732660198	False	0	3732660198	[invent the future](http://www.farooq-javed.com/farooqjaved/invent-the-future)	0	[]	2221539577	45	2020-03-16
45	1	2020-03-04T19:05:38Z	https://todoist.com/showTask?id=3732660002	False	0	3732660002	[be guided by beauty](http://www.farooq-javed.com/farooqjaved/be-guided-by-beauty)	0	[]	2221539577	46	2020-03-17
46	1	2020-03-04T19:05:29Z	https://todoist.com/showTask?id=3732659755	False	0	3732659755	[judging people](http://www.farooq-javed.com/farooqjaved/judging-people)	0	[]	2221539577	47	2020-03-17
47	1	2020-03-04T19:05:20Z	https://todoist.com/showTask?id=3732659511	False	0	3732659511	[remember the obvious](http://www.farooq-javed.com/farooqjaved/remember-the-obvious)	0	[]	2221539577	48	2020-03-17
48	1	2020-03-04T19:03:44Z	https://todoist.com/showTask?id=3732656650	False	0	3732656650	[business education](http://www.farooq-javed.com/farooqjaved/business-education)	0	[]	2221539577	49	2020-03-17
49	1	2020-03-04T19:03:34Z	https://todoist.com/showTask?id=3732656331	False	0	3732656331	[arguments](http://www.farooq-javed.com/farooqjaved/arguments)	0	[]	2221539577	50	2020-03-17
50	1	2020-03-04T19:03:28Z	https://todoist.com/showTask?id=3732656160	False	0	3732656160	[full stack startups](http://www.farooq-javed.com/farooqjaved/full-stack-startups)	0	[]	2221539577	51	2020-03-18
51	1	2020-03-04T19:03:21Z	https://todoist.com/showTask?id=3732655959	False	0	3732655959	[veeva is different](http://www.farooq-javed.com/farooqjaved/veeva-is-different)	0	[]	2221539577	52	2020-03-18
52	1	2020-03-04T19:01:04Z	https://todoist.com/showTask?id=3732650797	False	0	3732650797	[polymaths](http://www.farooq-javed.com/farooqjaved/polymaths)	0	[]	2221539577	53	2020-03-18
53	1	2020-03-04T19:00:51Z	https://todoist.com/showTask?id=3732650421	False	0	3732650421	[ronald coase](http://www.farooq-javed.com/farooqjaved/question-assumptions)	0	[]	2221539577	54	2020-03-18
54	1	2020-03-04T19:00:42Z	https://todoist.com/showTask?id=3732650121	False	0	3732650121	[lessons from ibm](http://www.farooq-javed.com/farooqjaved/lessons-from-ibm)	0	[]	2221539577	55	2020-03-18
55	1	2020-03-04T19:00:35Z	https://todoist.com/showTask?id=3732649835	False	0	3732649835	[culture](http://www.farooq-javed.com/farooqjaved/culture)	0	[]	2221539577	56	2020-03-19
56	1	2020-03-04T19:00:29Z	https://todoist.com/showTask?id=3732649634	False	0	3732649634	[payments on twitter](PAYMENTS ON TWITTER)	0	[]	2221539577	57	2020-03-19
57	1	2020-03-04T18:59:45Z	https://todoist.com/showTask?id=3732648114	False	0	3732648114	[tinkering = optionality](http://www.farooq-javed.com/farooqjaved/tinkering-optionality)	0	[]	2221539577	58	2020-03-19
58	1	2020-03-04T18:41:22Z	https://todoist.com/showTask?id=3732610196	False	0	3732610196	[discontent](http://www.farooq-javed.com/farooqjaved/discontent)	0	[]	2221539577	59	2020-03-19
59	1	2020-03-04T18:40:49Z	https://todoist.com/showTask?id=3732608102	False	0	3732608102	[a tech subculture](http://www.farooq-javed.com/farooqjaved/a-tech-subculture)	0	[]	2221539577	60	2020-03-19
60	1	2020-03-04T18:40:41Z	https://todoist.com/showTask?id=3732607853	False	0	3732607853	[annual letters](http://www.farooq-javed.com/farooqjaved/annual-letters)	0	[]	2221539577	61	2020-03-20
61	1	2020-03-04T18:40:32Z	https://todoist.com/showTask?id=3732607597	False	0	3732607597	[MOBILE](http://www.farooq-javed.com/farooqjaved/mobile)	0	[]	2221539577	62	2020-03-20
62	1	2020-03-04T18:40:23Z	https://todoist.com/showTask?id=3732607228	False	0	3732607228	[SAAS VALUATIONS: PART 1](http://www.farooq-javed.com/farooqjaved/saas-valuations-part-1)	0	[]	2221539577	63	2020-03-20
63	1	2020-03-04T18:40:10Z	https://todoist.com/showTask?id=3732606686	False	0	3732606686	[SAAS VALUATIONS: INTRO](http://www.farooq-javed.com/farooqjaved/saas-valuations-intro)	0	[]	2221539577	64	2020-03-20
64	1	2020-03-04T18:40:01Z	https://todoist.com/showTask?id=3732606328	False	0	3732606328	[performance](http://www.farooq-javed.com/farooqjaved/performance)	0	[]	2221539577	65	2020-03-20
65	1	2020-03-04T18:39:52Z	https://todoist.com/showTask?id=3732605979	False	0	3732605979	[no silver bullets](http://www.farooq-javed.com/farooqjaved/no-silver-bullets)	0	[]	2221539577	66	2020-03-21
66	1	2020-03-04T18:39:43Z	https://todoist.com/showTask?id=3732605696	False	0	3732605696	[basketball](http://www.farooq-javed.com/farooqjaved/basketball)	0	[]	2221539577	67	2020-03-21
67	1	2020-03-04T18:39:32Z	https://todoist.com/showTask?id=3732605385	False	0	3732605385	[prophecy](http://www.farooq-javed.com/farooqjaved/prophecy)	0	[]	2221539577	68	2020-03-21
68	1	2020-03-04T18:38:51Z	https://todoist.com/showTask?id=3732604083	False	0	3732604083	[DECISION NOTEBOOK](http://www.farooq-javed.com/farooqjaved/decision-notebook)	0	[]	2221539577	69	2020-03-21
69	1	2020-03-04T18:38:39Z	https://todoist.com/showTask?id=3732603709	False	0	3732603709	[THE PERSISTENCE OF INSIGHT](http://www.farooq-javed.com/farooqjaved/the-persistence-of-insight)	0	[]	2221539577	70	2020-03-21
70	1	2020-03-04T18:38:25Z	https://todoist.com/showTask?id=3732603214	False	0	3732603214	[You can do too much diligence](https://avc.com/2013/05/you-can-do-too-much-due-diligence/)	0	[]	2221539577	71	2020-03-22
71	1	2020-03-04T18:38:12Z	https://todoist.com/showTask?id=3732602708	False	0	3732602708	[avc on diligence](http://www.farooq-javed.com/farooqjaved/avc-on-diligence)	0	[]	2221539577	72	2020-03-22
72	1	2020-03-04T18:38:00Z	https://todoist.com/showTask?id=3732602183	False	0	3732602183	[diligence and green lumber](http://www.farooq-javed.com/farooqjaved/too-smart-by-half)	0	[]	2221539577	73	2020-03-22
73	1	2020-03-04T18:37:29Z	https://todoist.com/showTask?id=3732601068	False	0	3732601068	[being wrong](http://www.farooq-javed.com/farooqjaved/being-wrong)	0	[]	2221539577	74	2020-03-22
74	1	2020-03-04T18:37:08Z	https://todoist.com/showTask?id=3732600451	False	0	3732600451	pchange the game](http://www.farooq-javed.com/farooqjaved/change-the-game)	0	[]	2221539577	75	2020-03-22
75	1	2020-03-04T18:36:56Z	https://todoist.com/showTask?id=3732600059	False	0	3732600059	[CONVICTION](http://www.farooq-javed.com/farooqjaved/conviction)	0	[]	2221539577	76	2020-03-23
76	1	2020-03-04T18:36:47Z	https://todoist.com/showTask?id=3732599687	False	0	3732599687	[CRAFTSMANSHIP](http://www.farooq-javed.com/farooqjaved/craftsmanship)	0	[]	2221539577	77	2020-03-23
77	1	2020-03-04T18:36:33Z	https://todoist.com/showTask?id=3732599266	False	0	3732599266	[THINK BETTER](http://www.farooq-javed.com/farooqjaved/think-better)	0	[]	2221539577	78	2020-03-23
78	1	2020-03-04T18:36:23Z	https://todoist.com/showTask?id=3732598960	False	0	3732598960	[CHRISTENSEN TEDXBOSTON](http://www.farooq-javed.com/farooqjaved/christensen-tedxboston)	0	[]	2221539577	79	2020-03-23
79	1	2020-03-04T18:36:11Z	https://todoist.com/showTask?id=3732598565	False	0	3732598565	[QUESTIONS](http://www.farooq-javed.com/farooqjaved/questions)	0	[]	2221539577	80	2020-03-23
80	1	2020-03-04T18:36:01Z	https://todoist.com/showTask?id=3732598289	False	0	3732598289	[Vision](http://www.farooq-javed.com/farooqjaved/vision)	0	[]	2221539577	81	2020-03-24
81	1	2020-03-04T18:33:33Z	https://todoist.com/showTask?id=3732592965	False	0	3732592965	[THEORIES](http://www.farooq-javed.com/farooqjaved/theories)	0	[]	2221539577	82	2020-03-24
82	1	2020-03-04T18:33:21Z	https://todoist.com/showTask?id=3732592573	False	0	3732592573	[STAGNATION](http://www.farooq-javed.com/farooqjaved/getting-passed-by)	0	[]	2221539577	83	2020-03-24
83	1	2020-03-04T18:32:44Z	https://todoist.com/showTask?id=3732591196	False	0	3732591196	[GENEROSITY OF STRANGERS](http://www.farooq-javed.com/farooqjaved/generosity-of-strangers)	0	[]	2221539577	84	2020-03-24
84	1	2020-03-04T18:32:29Z	https://todoist.com/showTask?id=3732590712	False	0	3732590712	[THE DISRUPTORS' PLAYBOOK](http://www.farooq-javed.com/farooqjaved/the-disruptors-playbook)	0	[]	2221539577	85	2020-03-24
85	1	2020-03-04T18:32:19Z	https://todoist.com/showTask?id=3732590414	False	0	3732590414	[Thinking about thinking](http://www.farooq-javed.com/farooqjaved/know-thyself)	0	[]	2221539577	86	2020-03-25
86	1	2020-03-04T18:32:03Z	https://todoist.com/showTask?id=3732589526	False	0	3732589526	[Learning Curve](http://www.farooq-javed.com/farooqjaved/form-and-substance)	0	[]	2221539577	87	2020-03-25
87	1	2020-03-04T18:31:51Z	https://todoist.com/showTask?id=3732589120	False	0	3732589120	[GROUPTHINK](http://www.farooq-javed.com/farooqjaved/groupthink)	0	[]	2221539577	88	2020-03-25
88	1	2020-03-04T18:31:40Z	https://todoist.com/showTask?id=3732588805	False	0	3732588805	[IN AN UNCERTAIN WORLD](http://www.farooq-javed.com/farooqjaved/in-an-uncertain-world)	0	[]	2221539577	89	2020-03-25
89	1	2020-03-04T18:31:31Z	https://todoist.com/showTask?id=3732588545	False	0	3732588545	[THE HEDGEHOG AND THE FOX](http://www.farooq-javed.com/farooqjaved/hedgehog-fox)	0	[]	2221539577	90	2020-03-25
90	1	2020-03-04T01:11:43Z	https://todoist.com/showTask?id=3730816282	False	0	3730816282	[Protesting Palantir](https://www.mcdbooks.com/electric_eel/protesting-palantir)	0	[]	2221539577	91	2020-03-26
91	1	2020-03-04T00:15:56Z	https://todoist.com/showTask?id=3730751519	False	0	3730751519	[how to use note taking to utterly transform your career](https://twitter.com/intentionally/status/1234918066649272325?s=20)	0	[]	2221539577	92	2020-03-26
92	1	2020-03-03T17:56:54Z	https://todoist.com/showTask?id=3730076424	False	0	3730076424	[kpi library](https://smartkpis.kpiinstitute.org/kpi-examples/organisational-context/browse)	0	[]	2221539577	93	2020-03-26
93	1	2020-03-03T03:19:27Z	https://todoist.com/showTask?id=3728460265	False	0	3728460265	Write the Japanese prayer into the journal	0	[]	2221539577	94	2020-03-26
94	1	2020-03-03T02:57:33Z	https://todoist.com/showTask?id=3728435774	False	0	3728435774	[become a turtle](https://twitter.com/hanbzu/status/1233325723462590464?s=21)	0	[]	2221539577	95	2020-03-26
95	1	2020-03-01T18:19:48Z	https://todoist.com/showTask?id=3724893884	False	0	3724893884	Parasite	0	[]	2221539577	96	2020-03-27
96	1	2020-03-01T06:01:11Z	https://todoist.com/showTask?id=3724020009	False	0	3724020009	[why chinese is so damn hard](http://pinyin.info/readings/texts/moser.html)	0	[]	2221539577	97	2020-03-27
97	1	2020-03-01T03:40:01Z	https://todoist.com/showTask?id=3723937310	False	0	3723937310	[things you should never do](https://www.joelonsoftware.com/2000/04/06/things-you-should-never-do-part-i/)	0	[]	2221539577	98	2020-03-27
98	1	2020-03-01T03:39:09Z	https://todoist.com/showTask?id=3723936793	False	0	3723936793	[choice architecture](https://en.wikipedia.org/wiki/Choice_architecture)	0	[]	2221539577	99	2020-03-27
99	1	2020-03-01T03:37:18Z	https://todoist.com/showTask?id=3723935557	False	0	3723935557	[the missing folkways of globalization](https://www.ribbonfarm.com/2010/06/16/the-missing-folkways-of-globalization/)	0	[]	2221539577	100	2020-03-27
100	1	2020-03-01T03:32:57Z	https://todoist.com/showTask?id=3723932721	False	0	3723932721	[high modernism](https://en.wikipedia.org/wiki/High_modernism)	0	[]	2221539577	101	2020-03-28
101	1	2020-03-01T03:24:44Z	https://todoist.com/showTask?id=3723927812	False	0	3723927812	[Impro by Keith Johnstone](https://www.ribbonfarm.com/2010/01/23/impro-by-keith-johnstone/)	0	[]	2221539577	102	2020-03-28
102	1	2020-03-01T03:24:36Z	https://todoist.com/showTask?id=3723927742	False	0	3723927742	[Sapir-Whorf, Lakoff, Metaphor and Thought](https://www.ribbonfarm.com/2007/12/16/sapir-whorf-lakoff-metaphor-and-thought/)	0	[]	2221539577	103	2020-03-28
103	1	2020-03-01T03:24:22Z	https://todoist.com/showTask?id=3723927614	False	0	3723927614	[eight metaphors of organization](https://www.ribbonfarm.com/2010/07/13/the-eight-metaphors-of-organization/)	0	[]	2221539577	104	2020-03-28
104	1	2020-03-01T03:21:29Z	https://todoist.com/showTask?id=3723925810	False	0	3723925810	[seeing like a state](https://www.amazon.com/gp/product/0300078153?ie=UTF8&tag=ribbonfarmcom-20&linkCode=as2&camp=1789&creative=390957&creativeASIN=0300078153)	0	[]	2221539577	105	2020-03-28
105	1	2020-03-01T03:15:06Z	https://todoist.com/showTask?id=3723921650	False	0	3723921650	60 30 10 app to map the range of ideal colors based on the selection of one	0	[]	2221539577	106	2020-03-29
106	1	2020-03-01T02:46:30Z	https://todoist.com/showTask?id=3723904015	False	0	3723904015	[analyzing chrome history](https://gist.github.com/dropmeaword/9372cbeb29e8390521c2)	0	[]	2221539577	107	2020-03-29
107	1	2020-03-01T02:42:36Z	https://todoist.com/showTask?id=3723901620	False	0	3723901620	[the death and life of great American cities](https://en.wikipedia.org/wiki/The_Death_and_Life_of_Great_American_Cities)	0	[]	2221539577	108	2020-03-29
108	1	2020-03-01T02:41:56Z	https://todoist.com/showTask?id=3723901184	False	0	3723901184	[curated city](www.normsadeh.com/file_download/171)	0	[]	2221539577	109	2020-03-29
109	1	2020-03-01T02:40:55Z	https://todoist.com/showTask?id=3723900613	False	0	3723900613	[ Five reasons for scenario-based design.](http://testingeducation.org/BBST/testdesign/CarrollScenarios.pdf)	0	[]	2221539577	110	2020-03-29
110	1	2020-03-01T02:40:29Z	https://todoist.com/showTask?id=3723900322	False	0	3723900322	[TrainRoulette: Promoting situated in-train social interaction between passengers](https://eprints.qut.edu.au/60969/)	0	[]	2221539577	111	2020-03-30
111	1	2020-03-01T02:39:35Z	https://todoist.com/showTask?id=3723899818	False	0	3723899818	[the poetics of space](https://www.amazon.com/dp/0143107526?tag=duckduckgo-d-20&linkCode=osi&th=1&psc=1)	0	[]	2221539577	112	2020-03-30
112	1	2020-03-01T02:36:17Z	https://todoist.com/showTask?id=3723897865	False	0	3723897865	[It really does take a village: The role of neighbors in the etiologyof nonaggressive rule-breaking behavior](https://www.health.geo.msu.edu/peer-reviewed/burt2018.pdf)	0	[]	2221539577	113	2020-03-30
113	1	2020-03-01T02:20:59Z	https://todoist.com/showTask?id=3723886725	False	0	3723886725	name generator for usernames based on topologies	0	[]	2221539577	114	2020-03-30
114	1	2020-03-01T01:49:50Z	https://todoist.com/showTask?id=3723867546	False	0	3723867546	perfect job for ventures	0	[]	2221539577	115	2020-03-30
115	1	2020-02-28T22:47:46Z	https://todoist.com/showTask?id=3722257147	False	0	3722257147	[networked thought newsletter](https://mail.google.com/mail/u/0/#inbox/FMfcgxwGDWxRwQNPSrPDNvVKKjpQpkTl)	0	[]	2221539577	116	2020-03-31
116	1	2020-02-28T19:47:49Z	https://todoist.com/showTask?id=3722002649	False	0	3722002649	[roam distributed learning notebook](https://roamresearch.com/#/app/stian-research/page/Aoq0x-csu)	0	[]	2221539577	117	2020-03-31
117	1	2020-02-27T23:32:15Z	https://todoist.com/showTask?id=3720203254	False	0	3720203254	[violent python](https://www.amazon.com/Violent-Python-Cookbook-Penetration-Engineers/dp/1597499579)	0	[]	2221539577	118	2020-03-31
118	1	2020-02-27T22:07:25Z	https://todoist.com/showTask?id=3720081875	False	0	3720081875	[building a second brain](https://www.buildingasecondbrain.com/)	0	[]	2221539577	119	2020-03-31
119	1	2020-02-26T16:00:45Z	https://todoist.com/showTask?id=3716979390	False	0	3716979390	[Fuzzy logic with engineering applications](http://iauctb.ac.ir/Files/%D9%88%D8%A8%20%D8%B3%D8%A7%DB%8C%D8%AA%20%D8%A7%D8%B3%D8%A7%D8%AA%DB%8C%D8%AF/fuzzy%20logic%20with%20engineering%20application-3rdEdition.pdf)	0	[]	2221539577	120	2020-03-31
120	1	2020-02-26T06:33:17Z	https://todoist.com/showTask?id=3715917700	False	0	3715917700	[Analyze Chrome’s Browsing History with Python](https://geekswipe.net/technology/computing/analyze-chromes-browsing-history-with-python/)	0	[]	2221539577	121	2020-04-01
121	1	2020-02-26T06:15:47Z	https://todoist.com/showTask?id=3715897700	False	0	3715897700	[Importing data from a text file into an SQLite database with Python](http://support.moonpoint.com/languages/python/inserting-textfile-sqlite.php)	0	[]	2221539577	122	2020-04-01
122	1	2020-02-26T05:56:39Z	https://todoist.com/showTask?id=3715877510	False	0	3715877510	[Carving SQLite databases from unallocated clusters](http://forensicsfromthesausagefactory.blogspot.com/2011/04/carving-sqlite-databases-from.html)	0	[]	2221539577	123	2020-04-01
123	1	2020-02-26T05:50:47Z	https://todoist.com/showTask?id=3715871110	False	0	3715871110	[increment magazine](https://increment.com/about/)	0	[]	2221539577	124	2020-04-01
124	1	2020-02-26T05:45:52Z	https://todoist.com/showTask?id=3715866213	False	0	3715866213	[Forensically Mining New Nuggets of Google Chrome](https://www.sans.org/blog/forensically-mining-new-nuggets-of-google-chrome/)	0	[]	2221539577	125	2020-04-01
125	1	2020-02-25T01:31:51Z	https://todoist.com/showTask?id=3713249098	False	0	3713249098	[unflattening](https://www.amazon.com/gp/product/0674744438?pf_rd_p=2d1ab404-3b11-4c97-b3db-48081e145e35&pf_rd_r=3WS4WNKJNB29J10AK9DY)	0	[]	2221539577	126	2020-04-02
126	1	2020-02-24T05:48:13Z	https://todoist.com/showTask?id=3711038827	False	0	3711038827	[Critical Reasoning: A Romp through the Foothills of Logic for the Complete Beginner](https://www.amazon.com/Critical-Reasoning-Foothills-Complete-Beginner/dp/1512066028/ref=sr_1_1?keywords=Critical+Reasoning%3A+A+Romp+Through+the+Foothills+of+Logic+for+Complete+Beginners&qid=1582523248&sr=8-1#customerReviews)	0	[]	2221539577	127	2020-04-02
127	1	2020-02-24T05:29:28Z	https://todoist.com/showTask?id=3711021022	False	0	3711021022	[Reading Style: One Topic All Books](http://www.josephlawler.net/notes/the-french-revolution)	0	[]	2221539577	128	2020-04-02
